video_id,pose_name,video_path,frame_index
0,fist,training_videos/fist/0_fist.mp4,0
0,fist,training_videos/fist/0_fist.mp4,2
0,fist,training_videos/fist/0_fist.mp4,4
0,fist,training_videos/fist/0_fist.mp4,6
0,fist,training_videos/fist/0_fist.mp4,8
0,fist,training_videos/fist/0_fist.mp4,10
0,fist,training_videos/fist/0_fist.mp4,12
0,fist,training_videos/fist/0_fist.mp4,14
0,fist,training_videos/fist/0_fist.mp4,16
0,fist,training_videos/fist/0_fist.mp4,18
0,fist,training_videos/fist/0_fist.mp4,20
0,fist,training_videos/fist/0_fist.mp4,22
0,fist,training_videos/fist/0_fist.mp4,24
0,fist,training_videos/fist/0_fist.mp4,26
0,fist,training_videos/fist/0_fist.mp4,28
0,fist,training_videos/fist/0_fist.mp4,30
0,fist,training_videos/fist/0_fist.mp4,32
0,fist,training_videos/fist/0_fist.mp4,34
0,fist,training_videos/fist/0_fist.mp4,36
0,fist,training_videos/fist/0_fist.mp4,38
0,fist,training_videos/fist/0_fist.mp4,40
0,fist,training_videos/fist/0_fist.mp4,42
0,fist,training_videos/fist/0_fist.mp4,44
0,fist,training_videos/fist/0_fist.mp4,46
0,fist,training_videos/fist/0_fist.mp4,48
0,fist,training_videos/fist/0_fist.mp4,50
0,fist,training_videos/fist/0_fist.mp4,52
0,fist,training_videos/fist/0_fist.mp4,54
0,fist,training_videos/fist/0_fist.mp4,56
0,fist,training_videos/fist/0_fist.mp4,58
0,fist,training_videos/fist/0_fist.mp4,60
0,fist,training_videos/fist/0_fist.mp4,62
0,fist,training_videos/fist/0_fist.mp4,64
0,fist,training_videos/fist/0_fist.mp4,66
0,fist,training_videos/fist/0_fist.mp4,68
0,fist,training_videos/fist/0_fist.mp4,70
0,fist,training_videos/fist/0_fist.mp4,72
0,fist,training_videos/fist/0_fist.mp4,74
0,fist,training_videos/fist/0_fist.mp4,76
0,fist,training_videos/fist/0_fist.mp4,78
0,fist,training_videos/fist/0_fist.mp4,80
0,fist,training_videos/fist/0_fist.mp4,82
0,fist,training_videos/fist/0_fist.mp4,84
0,fist,training_videos/fist/0_fist.mp4,86
0,fist,training_videos/fist/0_fist.mp4,88
0,fist,training_videos/fist/0_fist.mp4,90
0,fist,training_videos/fist/0_fist.mp4,92
0,fist,training_videos/fist/0_fist.mp4,94
0,fist,training_videos/fist/0_fist.mp4,96
0,fist,training_videos/fist/0_fist.mp4,98
0,fist,training_videos/fist/0_fist.mp4,100
0,fist,training_videos/fist/0_fist.mp4,102
0,fist,training_videos/fist/0_fist.mp4,104
0,fist,training_videos/fist/0_fist.mp4,106
0,fist,training_videos/fist/0_fist.mp4,108
0,fist,training_videos/fist/0_fist.mp4,110
0,fist,training_videos/fist/0_fist.mp4,112
0,fist,training_videos/fist/0_fist.mp4,114
0,fist,training_videos/fist/0_fist.mp4,116
0,fist,training_videos/fist/0_fist.mp4,118
0,fist,training_videos/fist/0_fist.mp4,120
0,fist,training_videos/fist/0_fist.mp4,122
0,fist,training_videos/fist/0_fist.mp4,124
0,fist,training_videos/fist/0_fist.mp4,126
0,fist,training_videos/fist/0_fist.mp4,128
0,fist,training_videos/fist/0_fist.mp4,130
0,fist,training_videos/fist/0_fist.mp4,132
0,fist,training_videos/fist/0_fist.mp4,134
0,fist,training_videos/fist/0_fist.mp4,136
0,fist,training_videos/fist/0_fist.mp4,138
0,fist,training_videos/fist/0_fist.mp4,140
0,fist,training_videos/fist/0_fist.mp4,142
0,fist,training_videos/fist/0_fist.mp4,144
0,fist,training_videos/fist/0_fist.mp4,146
0,fist,training_videos/fist/0_fist.mp4,148
0,fist,training_videos/fist/0_fist.mp4,150
0,fist,training_videos/fist/0_fist.mp4,152
0,fist,training_videos/fist/0_fist.mp4,154
0,fist,training_videos/fist/0_fist.mp4,156
0,fist,training_videos/fist/0_fist.mp4,158
0,fist,training_videos/fist/0_fist.mp4,160
0,fist,training_videos/fist/0_fist.mp4,162
0,fist,training_videos/fist/0_fist.mp4,164
0,fist,training_videos/fist/0_fist.mp4,166
0,fist,training_videos/fist/0_fist.mp4,168
0,fist,training_videos/fist/0_fist.mp4,170
0,fist,training_videos/fist/0_fist.mp4,172
0,fist,training_videos/fist/0_fist.mp4,174
